Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2019-10-01,00:08,Tuesday,ST GEORGE BD STATION,PUTWZ,5,10,W,BD,5227
2019-10-01,02:25,Tuesday,FINCH STATION,MUIE,0,0,,YU,0
2019-10-01,04:54,Tuesday,DAVISVILLE CARHOUSE,MUIE,0,0,,YU,0
2019-10-01,04:55,Tuesday,DON MILLS STATION,PUMO,0,0,,SHP,0
2019-10-01,05:34,Tuesday,WELLESLEY STATION,MUO,0,0,,YU,0
2019-10-01,05:43,Tuesday,GREENWOOD STATION,TUO,5,0,E,BD,5072
2019-10-01,05:53,Tuesday,BAY STATION,TUSC,0,0,W,BD,5043
2019-10-01,06:11,Tuesday,WILSON STATION,TUNIP,3,8,S,YU,5511
2019-10-01,06:35,Tuesday,DONLANDS STATION,EUYRD,3,5,W,BD,5245
2019-10-01,06:53,Tuesday,KENNEDY BD STATION,MUD,4,6,W,BD,5105
2019-10-01,06:55,Tuesday,WILSON STATION,EUNT,3,7,S,YU,5491
2019-10-01,07:31,Tuesday,KENNEDY BD STATION,MUSC,0,0,W,BD,5128
2019-10-01,07:49,Tuesday,DONLANDS STATION,MUIRS,0,0,,BD,0
2019-10-01,07:58,Tuesday,KENNEDY BD STATION,EUBO,3,5,W,BD,5177
2019-10-01,08:02,Tuesday,COLLEGE STATION,MUIS,0,0,,YU,0
2019-10-01,08:12,Tuesday,QUEEN'S PARK STATION,MUATC,5,7,S,YU,5811
2019-10-01,08:27,Tuesday,KIPLING STATION,PUSNT,3,5,E,BD,5294
2019-10-01,08:31,Tuesday,ISLINGTON STATION,MUDD,5,7,W,BD,5285
2019-10-01,08:41,Tuesday,COXWELL STATION,MUIR,4,6,W,BD,5151
2019-10-01,08:46,Tuesday,SPADINA YUS STATION,MUIRS,0,0,,YU,0
2019-10-01,08:52,Tuesday,SUMMERHILL STATION,MUIR,0,0,S,YU,6071
2019-10-01,08:57,Tuesday,ROSEDALE STATION,TUO,3,5,N,YU,5651
2019-10-01,09:04,Tuesday,MUSEUM STATION,MUIR,0,0,S,YU,5941
2019-10-01,09:12,Tuesday,EGLINTON STATION,SUAP,0,0,,YU,0
2019-10-01,09:48,Tuesday,CASTLE FRANK STATION,MUIS,0,0,,BD,0
2019-10-01,11:52,Tuesday,YONGE BD STATION,SUDP,3,6,E,BD,5243
2019-10-01,12:47,Tuesday,OSSINGTON STATION,MUIS,0,0,,BD,0
2019-10-01,12:52,Tuesday,COLLEGE STATION,MUSC,0,0,N,YU,6001
2019-10-01,13:27,Tuesday,UNION TO FINCH STATION,MUTD,4,7,N,YU,5736
2019-10-01,13:35,Tuesday,ISLINGTON STATION,TUSC,0,0,W,BD,5211
2019-10-01,13:36,Tuesday,ST PATRICK STATION,TUSC,0,0,S,YU,5881
2019-10-01,13:42,Tuesday,CHRISTIE STATION,TUO,0,0,W,BD,5200
2019-10-01,14:16,Tuesday,SUMMERHILL STATION,EUNT,0,0,N,YU,5951
2019-10-01,14:21,Tuesday,LAWRENCE WEST STATION,MUIS,0,0,,YU,0
2019-10-01,14:26,Tuesday,SHEPPARD STATION,MUTO,0,0,N,YU,6043
2019-10-01,14:38,Tuesday,WILSON CARHOUSE,MUO,0,0,,YU,0
2019-10-01,15:23,Tuesday,KIPLING STATION,MUSC,0,0,E,BD,5114
2019-10-01,15:56,Tuesday,BLOOR DANFORTH SUBWAY,MUWEA,0,0,,BD,0
2019-10-01,16:02,Tuesday,SHEPPARD STATION,MUPAA,0,0,N,YU,5576
2019-10-01,16:09,Tuesday,QUEEN STATION,SUO,17,19,N,YU,5466
2019-10-01,16:20,Tuesday,ST PATRICK STATION,TUSC,0,0,S,YU,5881
2019-10-01,16:45,Tuesday,WELLESLEY STATION,TUMVS,0,0,S,YU,5481
2019-10-01,16:50,Tuesday,DUNDAS STATION,MUTO,4,6,S,YU,5481
2019-10-01,16:55,Tuesday,BLOOR STATION,MUIS,0,0,N,YU,0
2019-10-01,17:01,Tuesday,EGLINTON WEST STATION,EUDO,3,5,S,YU,5936
2019-10-01,17:18,Tuesday,BLOOR STATION,MUPAA,0,0,N,YU,5511
2019-10-01,17:28,Tuesday,KING STATION,PUMST,0,0,,YU,0
2019-10-01,17:37,Tuesday,ST GEORGE BD STATION,MUPAA,3,5,W,BD,5062
2019-10-01,18:12,Tuesday,ELLESMERE STATION,MRPAA,0,0,N,SRT,3001
2019-10-01,18:16,Tuesday,MAIN STREET STATION,MUIR,10,13,W,BD,5007
2019-10-01,18:17,Tuesday,ROYAL YORK STATION,MUDD,5,7,W,BD,5188
2019-10-01,18:29,Tuesday,BROADVIEW STATION,TUMVS,0,0,E,BD,5178
2019-10-01,19:02,Tuesday,YONGE BD STATION,SUDP,4,6,E,BD,5368
2019-10-01,19:48,Tuesday,DUNDAS STATION,MUD,8,11,S,YU,5391
2019-10-01,20:48,Tuesday,BLOOR STATION,MUSC,0,0,N,YU,5861
2019-10-01,21:41,Tuesday,HIGH PARK STATION,MUD,0,0,W,BD,5231
2019-10-01,22:00,Tuesday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,,YU/BD,0
2019-10-01,22:21,Tuesday,WILSON STATION,PUTWZ,7,12,N,YU,5631
2019-10-01,22:56,Tuesday,COXWELL STATION,SUDP,8,13,E,BD,5140
2019-10-01,23:05,Tuesday,ST GEORGE STATION TO G,MUO,0,0,,BD,0
2019-10-01,23:14,Tuesday,BATHURST STATION,MUTO,5,10,E,BD,5024
2019-10-01,23:15,Tuesday,KENNEDY BD STATION,SUPOL,5,10,W,BD,5140
2019-10-02,00:23,Wednesday,ST GEORGE BD STATION,PUTWZ,9,14,E,BD,5195
2019-10-02,00:30,Wednesday,OLD MILL STATION,TUMVS,0,0,W,BD,5105
2019-10-02,00:39,Wednesday,KIPLING STATION,TUO,5,10,E,BD,5105
2019-10-02,00:55,Wednesday,GREENWOOD STATION,MUO,20,25,E,BD,5177
2019-10-02,02:49,Wednesday,BLOOR DANFORTH SUBWAY,SUAE,0,0,,,0
2019-10-02,03:40,Wednesday,KENNEDY BD STATION,PUTO,0,0,W,BD,0
2019-10-02,05:58,Wednesday,YONGE BD STATION,MUPLB,11,15,W,BD,5127
2019-10-02,06:21,Wednesday,VICTORIA PARK STATION,MUSC,0,0,E,BD,5342
2019-10-02,06:33,Wednesday,MCCOWAN STATION,ERTC,5,10,S,SRT,3018
2019-10-02,07:45,Wednesday,CASTLE FRANK STATION,MUIR,4,6,W,BD,5231
2019-10-02,08:00,Wednesday,DUPONT STATION,MUI,6,8,S,YU,5696
2019-10-02,08:34,Wednesday,LAWRENCE STATION,MUIR,0,0,S,YU,5776
2019-10-02,08:58,Wednesday,COLLEGE STATION,SUAP,3,5,S,YU,5651
2019-10-02,09:06,Wednesday,CHESTER TO WARDEN,MUTD,3,5,E,BD,5180
2019-10-02,09:21,Wednesday,MCCOWAN STATION,ERTC,5,10,S,SRT,3013
2019-10-02,09:32,Wednesday,BAYVIEW STATION,PUMO,0,0,,SHP,0
2019-10-02,09:56,Wednesday,YORK UNIVERSITY STATIO,PUMEL,0,0,,YU,0
