Date,Line,Time,Day,Location,Incident,Min Delay,Min Gap,Bound,Vehicle
2020-11-01,506,03:26,Sunday,DUNDAS WEST STATION,Mechanical,20,40,E,8578
2020-11-01,501,05:10,Sunday,QUEEN AND CONNAUGHT,Operations,10,20,W,4442
2020-11-01,,05:35,Sunday,LESLIE AND NORTH SERVI,Emergency Services,0,0,,4524
2020-11-01,512,06:41,Sunday,ST CLAIR AND DEER PARK,Operations,21,30,E,4470
2020-11-01,500,08:00,Sunday,TRANSIT CONTROL,General Delay,0,0,,0
2020-11-01,505,10:20,Sunday,DUNDAS AND SHERBOURNE,Held By,14,21,W,4586
2020-11-01,501,10:40,Sunday,QUEEN AND BATHURST,Held By,5,10,E,4602
2020-11-01,510,11:55,Sunday,QUEEN'S QUAY AND SPADI,Cleaning,7,14,N,4505
2020-11-01,510,11:58,Sunday,QUEEN'S QUAY AND SPADI,Cleaning,7,14,S,4429
2020-11-01,510,12:16,Sunday,EXHIBITION LOOP,Cleaning,6,12,S,4456
2020-11-01,510,12:24,Sunday,EXHIBITION LOOP,Cleaning,6,12,S,4528
2020-11-01,510,12:45,Sunday,SPADINA AND QUEEN'S QU,Cleaning,6,12,S,0
2020-11-01,510,13:27,Sunday,SPADINA AND QUEEN'S QU,Cleaning,6,12,S,77772
2020-11-01,510,14:05,Sunday,SPADINA AND QUEEN'S QU,Cleaning,6,12,S,4583
2020-11-01,510,14:26,Sunday,SPADINA AND QUEEN'S QU,Cleaning,6,12,S,4436
2020-11-01,510,15:00,Sunday,SPADINA AND QUEEN'S QU,Cleaning,6,12,S,4496
2020-11-01,505,15:09,Sunday,DUNDAS AND LANSDOWNE,Held By,65,72,W,4593
2020-11-01,510,15:21,Sunday,SPADINA AND QUEEN'S QU,Cleaning,6,12,S,4480
2020-11-01,504,15:33,Sunday,KING AND DUFFERIN,Operations,24,33,W,4498
2020-11-01,511,15:37,Sunday,BATHURST AND DUNDAS,Utilized Off Route,5,11,S,1281
2020-11-01,510,15:56,Sunday,SPADINA AND QUEEN'S QU,Cleaning,6,12,S,4446
2020-11-01,506,15:57,Sunday,COLLEGE AND DUFFERIN,Utilized Off Route,7,14,W,1412
2020-11-01,510,16:03,Sunday,SPADINA AND QUEEN'S QU,Cleaning,6,12,S,4566
2020-11-01,510,16:32,Sunday,EXHIBITION LOOP,Cleaning,6,12,S,4501
2020-11-01,510,16:35,Sunday,SPADINA AND QUEEN'S QU,Cleaning,6,12,S,79596
2020-11-01,510,16:56,Sunday,SPADINA AND QUEEN'S QU,Cleaning,6,12,S,4502
2020-11-01,509,17:18,Sunday,EXHIBITION LOOP,Late,7,14,W,4573
2020-11-01,510,17:29,Sunday,SPADINA AND QUEEN'S QU,Cleaning,6,12,S,4536
