Report Date,Route,Time,Day,Location,Incident,Delay,Gap,Direction,Vehicle
2020-06-01,805,03:40:00,Monday,SPADINA AND QUEEN,Overhead - Pantograph,28.0,33.0,E/B,4473.0
2020-06-01,501,05:40:00,Monday,Queen and Roncesvalles,Held By,13.0,25.0,E/B,4502.0
2020-06-01,506,11:48:00,Monday,College and Beverley,Held By,12.0,28.0,E/B,4599.0
2020-06-01,506,13:12:00,Monday,Main station,Mechanical,24.0,42.0,W/B,4472.0
2020-06-01,504,14:01:00,Monday,Distaliry Loop,Mechanical,6.0,14.0,W/B,4569.0
2020-06-01,511,16:00:00,Monday,Bathurst Station,Investigation,4.0,8.0,S/B,1361.0
2020-06-01,504,16:33:00,Monday,Brant/ King,Investigation,9.0,25.0,E/B,4438.0
2020-06-01,504,16:40:00,Monday,King/Brant,Emergency Services,13.0,21.0,E/B,4480.0
2020-06-01,505,17:21:00,Monday,Dundas and Huron,Investigation,9.0,18.0,E/B,4406.0
2020-06-01,705,18:04:00,Monday,St clair stn,Mechanical,4.0,13.0,W/B,4479.0
2020-06-01,505,22:00:00,Monday,Parliament and Dundas,Emergency Services,1.0,1.0,S/B,4533.0
2020-06-02,501,02:07:00,Tuesday,CONNAUGHT AND QUEEN,Mechanical,10.0,17.0,E/B,4425.0
2020-06-02,511,08:12:00,Tuesday,Spadina at Front,Mechanical,4.0,8.0,N/B,1013.0
2020-06-02,501,09:18:00,Tuesday,Queen Sackville,Diversion,,,B/W,4495.0
2020-06-02,506,09:28:00,Tuesday,Gerrard  Jones,Diversion,1.0,1.0,W/B,4543.0
2020-06-02,506,14:35:00,Tuesday,College and University,Emergency Services,414.0,423.0,B/W,4542.0
2020-06-02,509,16:05:00,Tuesday,CNE,Mechanical,8.0,16.0,E/B,4559.0
2020-06-02,506,16:10:00,Tuesday,Gerrard and Coxwell,Emergency Services,9.0,18.0,E/B,9045.0
2020-06-02,501,18:02:00,Tuesday,Queen/Carlaw,Investigation,10.0,17.0,E/B,4510.0
2020-06-02,501,18:22:00,Tuesday,Queen/Woodfield,Investigation,9.0,16.0,W/B,4497.0
2020-06-02,501,22:00:00,Tuesday,Queen and Glen Holm,Held By,11.0,20.0,E/B,4400.0
2020-06-02,501,22:06:00,Tuesday,Queen and Sumach,Held By,9.0,18.0,E/B,4413.0
2020-06-02,501,22:40:00,Tuesday,Queen and Kingston Rd,Emergency Services,1.0,1.0,W/B,4431.0
2020-06-02,501,23:09:00,Tuesday,Queen and Sumach,Held By,9.0,18.0,E/B,4538.0
2020-06-03,301,03:17:00,Wednesday,Connaught and Queen,Mechanical,15.0,30.0,E/B,4491.0
2020-06-03,510,06:36:00,Wednesday,Spadina and Front,Held By,49.0,53.0,N/B,4454.0
2020-06-03,504,07:30:00,Wednesday,Roncesvalles and Garden,Emergency Services,14.0,19.0,S/B,4558.0
2020-06-03,505,07:49:00,Wednesday,Dundas West Station,Overhead - Pantograph,1.0,1.0,E/B,4429.0
2020-06-03,501,08:35:00,Wednesday,Broadview and Queen,Diversion,13.0,20.0,W/B,4431.0
2020-06-03,506,10:43:00,Wednesday,Main Station,Mechanical,8.0,16.0,E/B,4481.0
2020-06-03,501,11:30:00,Wednesday,Neville Loop,Mechanical,7.0,14.0,W/B,4519.0
2020-06-03,501,12:42:00,Wednesday,Humber Loop,Mechanical,8.0,15.0,E/B,4430.0
2020-06-03,501,14:18:00,Wednesday,Queen/Jarvis,Held By,8.0,15.0,E/B,4487.0
