Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2020-09-10,85.0,11:00,Thursday,SHEPPARD AND ALANFORD,Security,30,60,W,3530
2020-09-10,104.0,11:34,Thursday,WILSON STATION,Mechanical,20,40,S,8191
2020-09-10,24.0,11:34,Thursday,VICTORIA PARK AND PARK,General Delay,20,30,S,8543
2020-09-10,34.0,12:10,Thursday,KENNEDY STATION,Utilized Off Route,22,33,E,8708
2020-09-10,116.0,12:44,Thursday,GUILDWOOD AND PRINCE P,Emergency Services,9,18,E,8636
2020-09-10,131.0,13:32,Thursday,MCLEVIN AND MARKHAM,Road Blocked - NON-TTC Collision,66,80,W,3541
2020-09-10,117.0,14:28,Thursday,SHEPPARD WEST STATION,Mechanical,20,40,,1248
2020-09-10,41.0,14:55,Thursday,PIONEER VILLAGE STATIO,Operations - Operator,7,14,,9147
2020-09-10,165.0,15:00,Thursday,YORK MILLS STATION,Mechanical,4,8,W,3281
2020-09-10,37.0,15:02,Thursday,REXDALE AND PRECISION,Security,22,44,W,7954
2020-09-10,24.0,15:05,Thursday,VICTORIA PARK STATION,Emergency Services,19,28,S,8543
2020-09-10,72.0,15:26,Thursday,PAPE AND HARCOURT,Investigation,0,0,S,3118
2020-09-10,35.0,16:06,Thursday,JANE AND EXBURY,Security,6,12,N,3229
2020-09-10,52.0,16:42,Thursday,LAWRENCE WEST STATION,Security,8,16,E,8347
2020-09-10,29.0,17:02,Thursday,DUFFERIN AND WALLACE (,Road Blocked - NON-TTC Collision,25,32,,0
2020-09-10,35.0,17:04,Thursday,JANE AND FLORENCE,Collision - TTC,5,10,N,9102
2020-09-10,37.0,17:28,Thursday,QUEENS PLATE AND REXDA,Security,23,46,S,7954
2020-09-10,163.0,17:55,Thursday,LAWRENCE WEST STATION,Mechanical,12,24,S,8206
2020-09-10,97.0,18:43,Thursday,YONGE AND POYNTZ,Security,30,60,N,8183
2020-09-10,26.0,19:24,Thursday,JANE AND WEATHERELL,Mechanical,24,48,N,1055
2020-09-10,126.0,19:26,Thursday,CHRISTIE STATION,Collision - TTC,30,42,,1075
2020-09-10,28.0,19:33,Thursday,EVERGREEN BRICKWORKS,Operations - Operator,15,30,,8343
2020-09-10,45.0,19:36,Thursday,KIPLING STATION,Security,15,30,N,8014
2020-09-10,40.0,19:38,Thursday,KIPLING STATION,Security,15,30,,8047
2020-09-10,999.0,19:48,Thursday,MOUNT DENNIS DIVISION,Emergency Services,0,0,,0
2020-09-10,160.0,19:50,Thursday,WILSON STATION,Mechanical,24,48,N,8114
2020-09-10,160.0,19:50,Thursday,WILSON STATION,Mechanical,24,48,N,8114
2020-09-10,47.0,20:22,Thursday,LANSDOWNE - WHYTOCK TO,Emergency Services,65,85,,0
2020-09-10,14.0,21:09,Thursday,GLENCAIRN AND MARLEE,Collision - TTC,20,40,E,1378
2020-09-10,47.0,21:38,Thursday,CALEDONIA AND BRIDGELA,General Delay,20,36,N,1261
2020-09-10,20.0,22:56,Thursday,DANFORTH AND DANFORTH,Emergency Services,30,60,W,8473
2020-09-10,24.0,23:41,Thursday,VICTORIA PARK AND STEE,Mechanical,19,28,,3139
2020-09-10,29.0,23:54,Thursday,WILSON STATION,Security,13,24,,9148
2020-09-10,60.0,00:58,Thursday,PIONEER VILLAGE STATIO,Security,0,0,,3351
2020-09-11,320.0,02:52,Friday,EAST MALL AND BLOOR,Security,0,0,S,1575
2020-09-11,300.0,03:23,Friday,DANFORTH AND GLENSHEPP,Vision,17,34,W,8453
2020-09-11,85.0,04:30,Friday,MEADOWVALE LOOP,Operations - Operator,20,34,W,3486
2020-09-11,320.0,05:17,Friday,YONGE AND WILSON,Mechanical,15,30,S,1045
2020-09-11,20.0,05:20,Friday,MAIN STREET STATION,Vision,20,40,E,3103
2020-09-11,7.0,06:28,Friday,BATHURST STATION,Mechanical,9,18,S,8113
2020-09-11,116.0,07:02,Friday,KENNEDY STATION,Mechanical,8,16,E,3750
2020-09-11,70.0,07:15,Friday,ST CLAIR AND PHARMACY,Mechanical,17,34,W,8911
2020-09-11,54.0,07:53,Friday,EGLINTON AND LESLIE,General Delay,97,102,W,8949
2020-09-11,73.0,08:00,Friday,ROYAL YORK AND STRATH,Mechanical,17,34,N,8414
2020-09-11,34.0,08:04,Friday,EGLINTON AND LESLIE,General Delay,102,109,W,8935
2020-09-11,51.0,08:04,Friday,LESLIE AND EGLINTON,General Delay,97,109,W,8219
2020-09-11,23.0,08:10,Friday,MAIN STATION,Collision - TTC,10,20,,8597
2020-09-11,59.0,08:16,Friday,CHURCH AND JANE,Mechanical,28,56,W,3710
2020-09-11,17.0,08:17,Friday,WARDEN STATION,Mechanical,0,27,S,3108
2020-09-11,32.0,08:59,Friday,EGLINTON AND JANE,Collision - TTC,0,0,E,1114
2020-09-11,86.0,09:06,Friday,KENNEDY STATION,Mechanical,11,22,E,8670
2020-09-11,59.0,09:31,Friday,LAWRENCE WEST STATION,Mechanical,32,71,E,3710
2020-09-11,133.0,09:32,Friday,SCARBOROUGH CENTRE STA,Cleaning,11,22,E,3559
2020-09-11,133.0,09:45,Friday,SCARBOROUGH CENTRE STA,Cleaning,11,22,E,3442
2020-09-11,122.0,09:47,Friday,ROYWOOD AND BILLINGTON,Collision - TTC,17,34,E,1373
2020-09-11,86.0,10:03,Friday,KENNEDY STATION,Operations - Operator,25,50,E,8708
2020-09-11,133.0,10:05,Friday,SCARBOROUGH CENTRE STA,Cleaning,11,22,N,3453
2020-09-11,100.0,10:17,Friday,WYNFORD AND DON MILLS,Mechanical,9,18,E,8656
2020-09-11,69.0,10:24,Friday,WARDEN STATION,Mechanical,4,9,S,9217
2020-09-11,69.0,10:25,Friday,WARDEN STATION,Utilized Off Route,20,22,S,9237
2020-09-11,133.0,10:27,Friday,SCARBOROUGH CENTRE STA,Cleaning,11,22,E,3424
2020-09-11,35.0,10:47,Friday,ARROW ROAD GARAGE,Collision - TTC,4,8,,3369
2020-09-11,63.0,10:47,Friday,OSSINGTON AND HALLAM,Mechanical,8,16,S,8336
2020-09-11,133.0,10:49,Friday,SCARBOROUGH CENTRE STA,Cleaning,11,22,E,3530
2020-09-11,133.0,10:49,Friday,MORNINGSIDE AND FINCH,Cleaning,11,22,W,3432
2020-09-11,121.0,11:08,Friday,REMEMBERANCE DRIVE,Operations - Operator,23,46,E,8568
2020-09-11,133.0,11:11,Friday,SCARBOROUGH CENTRE STA,Cleaning,11,22,E,3517
2020-09-11,91.0,12:51,Friday,WOODBINE STATION,Mechanical,25,50,S,8759
2020-09-11,32.0,13:24,Friday,EGLINTON AND BLACK CRE,Mechanical,11,22,E,1555
2020-09-11,63.0,13:31,Friday,OSSINGTON AND HALLAM,Collision - TTC,8,16,S,8139
2020-09-11,98.0,13:36,Friday,SHEPPARD YONGE STATION,Operations - Operator,25,50,N,8374
2020-09-11,32.0,13:47,Friday,EGLINTON AND CALEDONIA,Mechanical,8,25,E,1020
2020-09-11,129.0,14:13,Friday,SCARBOROUGH CENTRE STA,Mechanical,7,14,N,3497
2020-09-11,129.0,14:13,Friday,SCARBOROUGH CENTRE STA,Mechanical,7,14,N,3497
2020-09-11,129.0,14:13,Friday,SCARBOROUGH CENTRE STA,Mechanical,7,14,N,3497
2020-09-11,130.0,14:41,Friday,MCCOWAN AND SHEPPARD,Operations - Operator,21,42,N,1316
2020-09-11,12.0,15:14,Friday,VICTORIA PARK AND WOOD,Collision - TTC,23,46,S,8558
2020-09-11,36.0,15:28,Friday,FINCH AND SENTINEL,Collision - TTC,0,0,W,3358
2020-09-11,17.0,16:10,Friday,BIRCHMOUNT AND HUNTING,Mechanical,30,60,N,3111
2020-09-11,120.0,16:20,Friday,KEELE AND WILSON,Operations - Operator,30,60,E,319
2020-09-11,79.0,16:22,Friday,LAWRENCE AND SOUTH STA,Mechanical,8,15,W,1077
2020-09-11,59.0,16:24,Friday,OAK AND WESTON,Mechanical,34,94,E,73756
2020-09-11,37.0,16:24,Friday,ISLINGTON AND REXDALE,Security,23,46,N,7938
2020-09-11,29.0,16:27,Friday,DUFFERIN AND SHANLY,Emergency Services,4,8,S,1117
2020-09-11,84.0,16:30,Friday,SHEPPARD AND ARROW,Mechanical,5,10,W,3613
2020-09-11,600.0,18:21,Friday,KEELE AND JUNCTION,Collision - TTC,0,0,S,1246
2020-09-11,600.0,18:33,Friday,WARDEN AND BURNHILL,Security,0,0,S,9207
2020-09-11,163.0,18:39,Friday,OSSINGTON AND DUPONT,Investigation,13,26,N,8208
2020-09-11,25.0,18:58,Friday,PAPE AND LIPTON,Collision - TTC,6,12,N,8683
2020-09-11,94.0,19:24,Friday,CASTLE FRANK STATION,Mechanical,19,38,W,1410
2020-09-11,72.0,19:29,Friday,PAPE AND MORTIMER,Collision - TTC,0,0,N,3126
2020-09-11,72.0,19:37,Friday,PAPE AND RIVERDALE,Security,9,18,W,9233
2020-09-11,127.0,20:16,Friday,DAVENPORT AND LANSDOWN,Road Blocked - NON-TTC Collision,0,0,E,0
2020-09-11,41.0,20:27,Friday,HIGH PARK LOOP,Collision - TTC,15,22,,9045
2020-09-11,17.0,20:31,Friday,BIRCHMOUNT AND MODERN,Mechanical,12,24,S,8964
2020-09-11,86.0,23:47,Friday,KENNEDY STATION,Security,15,30,,8853
2020-09-11,600.0,01:12,Friday,ELLESMERE AND VICTORIA,Security,0,0,E,1320
2020-09-11,29.0,01:33,Friday,DUFFERIN AND BLOOR,Security,13,26,S,9139
2020-09-11,54.0,01:55,Friday,LAWRENCE AND WARDEN,Road Blocked - NON-TTC Collision,0,0,,0
2020-09-12,47.0,02:31,Saturday,EXHIBITION LOOP,Cleaning,30,60,S,1025
2020-09-12,95.0,02:33,Saturday,ELLESMERE AND MORNELLE,Security,30,60,W,3523
2020-09-12,365.0,03:15,Saturday,PARLIAMENT AND DUNDAS,Road Blocked - NON-TTC Collision,23,53,N,3102
2020-09-12,65.0,05:15,Saturday,PARLIAMENT AND DUNDAS,Road Blocked - NON-TTC Collision,263,278,,0
2020-09-12,320.0,05:39,Saturday,BAY AND FRONT,Emergency Services,15,30,S,8315
2020-09-12,12.0,06:21,Saturday,DANFORTH RD AND N WOOD,Collision - TTC,15,30,N,3138
2020-09-12,57.0,06:57,Saturday,KENNEDY STATION,Vision,22,44,N,8653
2020-09-12,54.0,07:14,Saturday,SCARBOROUGH GOLF CLUB,Mechanical,20,40,N,8883
2020-09-12,54.0,07:25,Saturday,LAWRENCE AND VICTORIA,Mechanical,20,40,W,8627
2020-09-12,44.0,07:48,Saturday,KIPLING AND LAKESHORE,General Delay,114,115,B,8412
2020-09-12,165.0,08:15,Saturday,BARMAC AND STEELES,Mechanical,10,20,S,3242
2020-09-12,131.0,08:18,Saturday,SCARBOROUGH CENTRE STA,Mechanical,18,36,E,3432
2020-09-12,97.0,08:19,Saturday,DAVISVILLE STATION,Mechanical,30,60,,1390
2020-09-12,165.0,08:25,Saturday,YORK MILLS STATION,Collision - TTC,10,20,,3227
2020-09-12,78.0,08:54,Saturday,YORK MILLS STATION,General Delay,30,60,N,8112
2020-09-12,129.0,09:16,Saturday,SCARBOROUGH CENTRE STA,Mechanical,13,26,N,1312
2020-09-12,163.0,10:00,Saturday,ROSELAWN AND MARLEE,General Delay,80,91,,0
2020-09-12,68.0,10:05,Saturday,WARDEN AND FAIRFAX,Mechanical,11,22,N,8635
2020-09-12,96.0,10:10,Saturday,YORK MILLS STATION,Mechanical,20,40,W,3272
2020-09-12,41.0,10:13,Saturday,HIGH PARK LOOP,Collision - TTC,13,26,N,3735
2020-09-12,32.0,10:20,Saturday,RENFORTH STATION,Mechanical,20,40,W,1062
2020-09-12,57.0,10:57,Saturday,MIDLAND AND PROGRESS,Emergency Services,150,165,S,0
2020-09-12,134.0,10:59,Saturday,WASHBURN WAY AND SHEPP,Vision,30,60,N,3564
2020-09-12,123.0,11:43,Saturday,KIPLING STATION,Mechanical,5,10,S,8605
2020-09-12,133.0,11:45,Saturday,SCARBOROUGH CENTRE STA,Cleaning,9,18,S,1240
2020-09-12,88.0,12:16,Saturday,MILLWOOD AND REDWAY,Mechanical,15,30,E,8218
2020-09-12,96.0,12:29,Saturday,HUMBERLINE AND ALBION,Mechanical,20,40,E,3178
2020-09-12,95.0,12:30,Saturday,PARKWOODS AND VICTORIA,Mechanical,6,12,W,1402
2020-09-12,,13:13,Saturday,LAKESHORE AND ELLIS,Emergency Services,0,0,,0
2020-09-12,36.0,13:21,Saturday,HUMBERWOOD LOOP,Mechanical,4,9,W,3711
2020-09-12,113.0,13:21,Saturday,KENNEDY AND CORVETTE,Road Blocked - NON-TTC Collision,10,30,S,8473
2020-09-12,41.0,13:37,Saturday,KEELE AND LAWRENCE,Mechanical,15,30,S,1134
2020-09-12,34.0,13:41,Saturday,EGLINTON AND WYNFORD,General Delay,20,40,E,8748
2020-09-12,169.0,13:43,Saturday,SCARBOROUGH CENTRE STA,Mechanical,30,60,,8142
2020-09-12,927.0,13:57,Saturday,HUMBER COLLEGE,Mechanical,10,20,S,3201
2020-09-12,112.0,14:31,Saturday,KIPLING STATION,Mechanical,15,30,W,8029
2020-09-12,75.0,14:41,Saturday,LAKESHORE AND LOWER JA,Road Blocked - NON-TTC Collision,110,134,E,0
2020-09-12,36.0,14:49,Saturday,FINCH AND WESTON,Security,5,9,W,3285
2020-09-12,63.0,14:58,Saturday,OSSINGTON STATION,Mechanical,6,12,N,1214
2020-09-12,85.0,15:08,Saturday,SHEPPARD AND BIRCHMOUN,Mechanical,6,11,E,9074
2020-09-12,52.0,15:13,Saturday,LAWRECE AND ROXALINE,General Delay,121,136,E,0
2020-09-12,35.0,15:24,Saturday,JANE AND FALSTAFF,Road Blocked - NON-TTC Collision,0,0,N,3322
2020-09-12,78.0,15:30,Saturday,YORK MILLS STATION,Mechanical,15,30,E,8112
2020-09-12,133.0,15:32,Saturday,SCARBOROUGH CENTRE STA,Cleaning,9,18,N,1579
2020-09-12,59.0,15:52,Saturday,CHURCH AND GEORGE,Investigation,0,0,E,0
2020-09-12,167.0,16:13,Saturday,WARDEN AND STEELES,Mechanical,30,60,S,8542
2020-09-12,32.0,17:01,Saturday,EGLINTON AND ENNERDALE,Mechanical,9,19,W,1205
2020-09-12,95.0,17:09,Saturday,YORK MILLS STATION,Collision - TTC,14,28,E,1225
2020-09-12,29.0,17:13,Saturday,DUFFERIN AND QUEEN,Collision - TTC,4,10,S,9049
2020-09-12,112.0,17:18,Saturday,KIPLING STATION,Security,15,30,,7964
2020-09-12,96.0,17:23,Saturday,380 ARROW,Vision,15,30,W,3315
2020-09-12,39.0,17:32,Saturday,FINCH AND KENNEDY,Mechanical,14,28,W,9073
2020-09-12,45.0,18:09,Saturday,KIPLING AND JOHN GARLA,Mechanical,10,20,N,7941
2020-09-12,53.0,18:18,Saturday,STEELES AND WILLOWDALE,Collision - TTC,6,12,W,3450
2020-09-12,34.0,18:29,Saturday,KENNEDY STATION,General Delay,20,40,W,8789
2020-09-12,80.0,18:33,Saturday,QUEENSWAY ROUTE,General Delay,20,40,W,8070
2020-09-12,22.0,19:03,Saturday,VICTORIA PARK AND KING,Mechanical,8,15,W,8484
2020-09-12,96.0,20:34,Saturday,HUMBERLINE LOOP,Emergency Services,20,40,,3362
2020-09-12,168.0,20:38,Saturday,WESTON AND LAMBTON,Collision - TTC,12,24,N,1416
2020-09-12,116.0,20:58,Saturday,MORNINGSIDE AND NIGHTS,Emergency Services,9,18,S,8911
2020-09-12,56.0,22:33,Saturday,EGLINTON STATION,Security,18,42,,8306
2020-09-12,133.0,22:40,Saturday,NEILSON AND KEELER,Security,13,26,N,1308
2020-09-12,110.0,23:18,Saturday,ISLINGTON STATION,Cleaning,10,20,S,8090
2020-09-12,63.0,23:18,Saturday,ATLANTIC AND KING,Security,0,0,N,8350
2020-09-12,35.0,23:19,Saturday,JANE AND CHALKFARM,Road Block - Non-TTC Collision,10,9,S,3239
2020-09-12,41.0,23:43,Saturday,KEELE STATION,Emergency Services,20,40,,1380
2020-09-12,41.0,00:01,Saturday,PIONEER VILLAGE,Emergency Services,20,40,N,1116
2020-09-12,32.0,00:26,Saturday,JANE AND WRIGHT,Collision - TTC,20,40,N,1030
2020-09-12,7.0,00:40,Saturday,FISHERVILLE AND BATHUR,Emergency Services,20,40,W,8392
2020-09-12,35.0,01:15,Saturday,JANE AND WRIGHT,Road Block - Non-TTC Collision,10,20,N,3199
2020-09-12,89.0,01:54,Saturday,KEELE STATION,Mechanical,10,20,S,1050
2020-09-13,300.0,02:44,Sunday,BLOOR AND BROCK,Road Blocked - NON-TTC Collision,28,43,E,8084
2020-09-13,32.0,02:46,Sunday,EGLINTON AND BLACK CRE,Operations - Operator,30,60,,1361
2020-09-13,396.0,02:55,Sunday,WILSON AND HIGHVIEW,Investigation,17,34,E,3362
2020-09-13,300.0,04:50,Sunday,BLOOR AND BAY,Security,12,24,W,1305
2020-09-13,54.0,05:25,Sunday,STEELES AND YONGE,Emergency Services,15,30,S,8878
2020-09-13,36.0,06:06,Sunday,FINCH AND KIPLING,Investigation,10,20,W,3298
2020-09-13,35.0,06:22,Sunday,JANE AND KASIER,Operations - Operator,20,40,N,3191
2020-09-13,320.0,06:28,Sunday,YONGE AND DAVENPORT,Emergency Services,0,0,N,8875
2020-09-13,97.0,06:36,Sunday,YONGE AND STEELES,Mechanical,3,6,S,8218
2020-09-13,39.0,08:58,Sunday,FINCH E OF BRIMLEY,Security,16,32,W,1579
2020-09-13,95.0,09:00,Sunday,ELLESMERE AND BIRCHMOU,Mechanical,10,20,E,3445
2020-09-13,63.0,10:41,Sunday,ST CLAIR AND OAKWOOD,Mechanical,8,16,S,8328
2020-09-13,60.0,11:26,Sunday,FINCH STATION,Mechanical,13,26,,3615
2020-09-13,63.0,11:46,Sunday,OAKWOOD AND ST CLAIR,Mechanical,9,18,S,1233
2020-09-13,83.0,12:52,Sunday,DONLANDS STATION,Emergency Services,0,0,,8468
2020-09-13,163.0,13:45,Sunday,LAWRENCE WEST STATION,Mechanical,11,22,S,8358
2020-09-13,35.0,14:18,Sunday,JANE AND WILSON,Collision - TTC,10,20,S,3350
2020-09-13,97.0,14:42,Sunday,YORK MILLS STATION,Mechanical,30,60,S,8334
2020-09-13,127.0,15:24,Sunday,DAVENPORT AND SYMINGTO,Mechanical,22,44,E,1113
2020-09-13,35.0,16:15,Sunday,JANE AND PRITCHARD,Security,10,20,N,3628
2020-09-13,89.0,17:04,Sunday,KEELE AND VINE (N OF D,Collision - TTC,10,20,S,1106
2020-09-13,32.0,18:08,Sunday,LAWRENCE AND JANE,Security,10,20,E,1625
2020-09-13,94.0,18:59,Sunday,CASTLE FRANK STATION,Mechanical,13,25,E,3731
2020-09-13,32.0,19:18,Sunday,EGLITNON AND ISLINGTON,Mechanical,10,22,E,1147
2020-09-13,7.0,20:36,Sunday,BATHURST AND WILSON,Cleaning,9,17,S,8147
2020-09-13,927.0,20:41,Sunday,DUNDAS AND EAST MALL,Emergency Services,10,20,E,3183
2020-09-13,37.0,21:46,Sunday,ISLINGTON AND RIDGEVAL,Mechanical,20,40,N,8082
2020-09-13,32.0,22:58,Sunday,ELGINTON AND ENNERDALE,Mechanical,10,18,E,1066
2020-09-13,47.0,23:07,Sunday,LANSDOWNE AND COLLEGE,Utilized Off Route,20,40,N,1606
2020-09-13,60.0,23:41,Sunday,FINCH STATION,Security,18,36,,3606
2020-09-13,43.0,00:27,Sunday,MIDLAND AND STEELES,Emergency Services,0,0,S,8858
2020-09-13,47.0,01:26,Sunday,COLLEGE STN AND LANSDO,Utilized Off Route,20,40,N,1606
2020-09-13,41.0,01:41,Sunday,KEELE STATION,Mechanical,24,49,S,1004
2020-09-14,365.0,04:17,Monday,CASTLE FRANK STATION,Cleaning,30,30,S,3147
2020-09-14,37.0,05:21,Monday,ISLINGTON AND REXDALE,Security,15,30,N,7953
2020-09-14,29.0,06:13,Monday,DUFFERIN AND ROGERS,Security,12,23,S,9144
2020-09-14,34.0,07:02,Monday,WYNFORD AND DON MILLS,Emergency Services,16,32,E,8683
2020-09-14,41.0,09:09,Monday,SENTINEL AND POND,Mechanical,6,12,S,1562
2020-09-14,81.0,10:09,Monday,THORNCLIFFE AND OVERLE,Investigation,11,22,N,3130
2020-09-14,120.0,10:55,Monday,SHEPPARD AND JANE,Operations - Operator,30,60,E,3208
2020-09-14,68.0,11:39,Monday,WARDEN AND ST CLAIR,Investigation,0,0,S,8819
2020-09-14,34.0,12:21,Monday,WYNFORD AND EGLINTON,Collision - TTC,13,26,,8908
2020-09-14,38.0,12:41,Monday,LAWSON AND PORT UNION,General Delay,303,315,E,0
2020-09-14,85.0,13:35,Monday,DON MILLS STATION,Mechanical,8,16,E,1396
2020-09-14,81.0,13:44,Monday,MILLWOOD BRIDGE ( PAPE,General Delay,30,46,S,9219
2020-09-14,25.0,14:09,Monday,MILLWOOD BRIDGE,General Delay,0,0,S,8631
2020-09-14,168.0,14:16,Monday,BLOOR AND INDIAN,Operations - Operator,0,0,W,1056
2020-09-14,117.0,14:22,Monday,GERRY FITZGERALD AND S,Mechanical,15,40,S,8209
2020-09-14,47.0,15:23,Monday,LANSDOWNE AND QUEEN,Vision,13,27,S,1054
2020-09-14,35.0,15:36,Monday,PIONEER VILLAGE STATIO,Mechanical,2,14,N,3234
2020-09-14,86.0,16:11,Monday,MEADOWVALE AND SHEPPAR,Mechanical,8,16,S,8780
2020-09-14,121.0,16:14,Monday,ONTARIO PLACE,Mechanical,24,48,E,8591
2020-09-14,95.0,16:18,Monday,KINGSTON ROAD LOOP ( E,Security,9,18,,3453
2020-09-14,72.0,16:27,Monday,CARLAW AND GERRARD,Collision - TTC,10,20,S,8959
2020-09-14,68.0,16:29,Monday,WARDEN AND HYMUS,Security,0,0,N,8850
2020-09-14,6.0,17:57,Monday,BAY AND GERRARD,Mechanical,10,20,S,3734
2020-09-14,60.0,18:00,Monday,STEELES AND DUFFERIN,General Delay,540,545,E,0
2020-09-14,927.0,18:02,Monday,ROYAL CREST AND HIGHWA,Collision - TTC,9,18,E,3592
2020-09-14,927.0,18:02,Monday,ROYAL CREST AND HIGHWA,Collision - TTC,9,18,E,3647
2020-09-14,12.0,19:01,Monday,BRIMLEY AND SKAGWAY,Emergency Services,20,40,S,9205
2020-09-14,7.0,19:05,Monday,BATHURST AND GREENWIN,Mechanical,8,16,W,1382
2020-09-14,32.0,19:15,Monday,EGLINTON AND KEELE,Collision - TTC,10,20,E,1359
2020-09-14,52.0,21:52,Monday,JETLINER AND AIRPORT R,Investigation,11,23,W,8181
2020-09-15,300.0,02:35,Tuesday,DANFORTH AND WOODBINE,Security,0,0,W,8692
2020-09-15,353.0,02:37,Tuesday,STEELES AND DUFFERIN,General Delay,163,193,E,1559
2020-09-15,60.0,05:21,Tuesday,STEELES AND DUFFERIN,General Delay,106,126,E,0
2020-09-15,92.0,05:35,Tuesday,WOODBINE AND DUVERNET,Road Blocked - NON-TTC Collision,31,56,,3114
2020-09-15,102.0,05:48,Tuesday,ST CLAIR AND MIDLAND,Mechanical,7,14,N,9227
2020-09-15,100.0,06:49,Tuesday,WYNFORD AND DON MILLS,Collision - TTC,6,12,E,8734
2020-09-15,84.0,06:54,Tuesday,SHEPPARD STATION,Mechanical,18,36,W,3283
2020-09-15,41.0,07:11,Tuesday,PIONEER VILLAGE STATIO,Mechanical,14,16,,9038
2020-09-15,106.0,08:12,Tuesday,SHEPPARD WEST STATION,Collision - TTC,9,17,,8127
2020-09-15,24.0,08:56,Tuesday,VICTORIA PARK STATION,Mechanical,2,15,,3110
2020-09-15,39.0,09:24,Tuesday,261 FINCH AVE E,Operations - Operator,7,12,W,3483
2020-09-15,5.0,09:30,Tuesday,ELIZABETH AND ELM,General Delay,330,360,N,8208
2020-09-15,133.0,09:54,Tuesday,MORNINGSIDE AND FINCH,Cleaning,10,20,S,3498
2020-09-15,72.0,10:05,Tuesday,EASTERN AND CARLAW,General Delay,216,226,N,3151
2020-09-15,506.0,10:24,Tuesday,CARLTON AND ONTARIO,Investigation,6,12,E,8489
2020-09-15,84.0,10:31,Tuesday,SHEPPARD AND JANE,Security,8,16,W,3329
2020-09-15,133.0,11:56,Tuesday,SCARBOROUGH CENTRE STA,Cleaning,11,22,E,3433
2020-09-15,91.0,12:11,Tuesday,THORNCLIFFE PARK AND O,Collision - TTC,11,22,N,8711
2020-09-15,133.0,12:28,Tuesday,MORNINGSIDE AND FINCH,Cleaning,11,22,N,3417
2020-09-15,97.0,12:41,Tuesday,STEELES AND HILDA,Operations - Operator,30,60,N,8374
2020-09-15,29.0,13:23,Tuesday,WILSON STATION,Mechanical,7,14,S,9034
2020-09-15,133.0,14:16,Tuesday,MORNINGSIDE AND FINCH,Cleaning,11,22,N,3495
2020-09-15,600.0,14:25,Tuesday,PARKSIDE AND GEOFFREY,Collision - TTC,0,0,N,8029
2020-09-15,7.0,14:57,Tuesday,BATHURST AND CARIBOU,Collision - TTC,8,16,N,8197
2020-09-15,115.0,15:00,Tuesday,YORK MILLS STATION,Operations - Operator,24,48,W,8197
2020-09-15,84.0,15:01,Tuesday,PIONEER VILLAGE STATIO,Operations - Operator,30,61,W,0
2020-09-15,115.0,15:04,Tuesday,YORK MILLS STATION,Operations - Operator,24,48,E,8105
2020-09-15,34.0,15:05,Tuesday,EGLINTON AND DON MILLS,Road Blocked - NON-TTC Collision,40,50,E,8677
2020-09-15,84.0,15:06,Tuesday,PIONEER VILLAGE STATIO,Operations - Operator,30,61,E,3328
2020-09-15,36.0,15:10,Tuesday,FINCH AND ARROW,Mechanical,27,54,E,3716
2020-09-15,25.0,15:14,Tuesday,DON MILLS AND EGLINTON,Road Blocked - NON-TTC Collision,48,58,N,8737
2020-09-15,115.0,15:24,Tuesday,YORK MILLS STATION,Operations - Operator,24,48,W,8177
2020-09-15,600.0,15:24,Tuesday,SHEPPARD AND ALLEN ROA,Mechanical,0,0,W,3343
2020-09-15,70.0,15:47,Tuesday,ST CLAIR AND WESTVIEW,Collision - TTC,17,34,W,8666
2020-09-15,26.0,16:00,Tuesday,DUPONT - CHRISTIE TO L,General Delay,0,0,B,0
2020-09-15,36.0,16:03,Tuesday,FINCH WEST STATION,Mechanical,7,14,W,9105
2020-09-15,71.0,16:16,Tuesday,WESTON AND EGLINTON,General Delay,9,18,N,1254
2020-09-15,59.0,16:30,Tuesday,CHURCH AND WESTON,General Delay,30,43,B,3240
2020-09-15,26.0,16:37,Tuesday,DUPONT AND RUNNYMEDE,General Delay,24,48,E,1349
2020-09-15,34.0,16:49,Tuesday,EGLINTON AND PHARMACY,Road Blocked - NON-TTC Collision,76,84,E,0
2020-09-15,67.0,16:52,Tuesday,PHARMACY AND EGLINTON,Road Blocked - NON-TTC Collision,41,51,S,8794
2020-09-15,134.0,17:23,Tuesday,CENTENNIAL COLLEGE LOO,Mechanical,7,14,N,3450
2020-09-15,66.0,17:24,Tuesday,OLD MILL STATION,Vision,10,20,S,8066
2020-09-15,600.0,18:26,Tuesday,ISLINGTON STATION,Mechanical,0,0,S,8443
2020-09-15,35.0,19:01,Tuesday,JANE AND HEATHROW,Security,10,20,N,3338
2020-09-15,6.0,19:10,Tuesday,DAVENPORT AND DUPONT,Operations - Operator,18,36,N,1089
2020-09-15,53.0,19:16,Tuesday,STEELES AND MIDDLEFIEL,Investigation,6,12,E,9064
2020-09-15,32.0,19:18,Tuesday,EGLINTON AND CALEDONIA,Mechanical,15,31,E,1122
2020-09-15,43.0,19:39,Tuesday,STEELES AND REDLEA,Investigation,7,14,E,8663
2020-09-15,95.0,21:30,Tuesday,ELLESMERE AND WYE VALL,Cleaning,10,20,E,3429
2020-09-15,32.0,22:16,Tuesday,EGLINTON AND SCOTT,Mechanical,10,20,W,1147
