Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2019-07-01,301,04:15:00,Monday,Lakeshore and Parklawn,Mechanical,15.0,30.0,W/B,4001.0
2019-07-01,505,05:14:00,Monday,Dundas West,Late Leaving Garage,10.0,1.0,E/B,1130.0
2019-07-01,501,06:26:00,Monday,Sunnyside Loop,Mechanical,14.0,32.0,W/B,4501.0
2019-07-01,501,06:52:00,Monday,Russell Yard,Mechanical,9.0,18.0,E/B,4437.0
2019-07-01,509,07:36:00,Monday,Bathurst and Fleet,Mechanical,9.0,18.0,W/B,4496.0
2019-07-01,512,08:08:00,Monday,Oakwood and St Clair,Emergency Services,6.0,12.0,B/W,4544.0
2019-07-01,501,08:54:00,Monday,Sunnyside Loop,Mechanical,7.0,16.0,W/B,4437.0
2019-07-01,501,09:25:00,Monday,Kipling Loop,Mechanical,10.0,20.0,W/B,4052.0
2019-07-01,506,10:28:00,Monday,Sherbourne and College,Investigation,8.0,16.0,W/B,4074.0
2019-07-01,506,11:08:00,Monday,Coxwell and Gerrard,Mechanical,6.0,13.0,W/B,4098.0
2019-07-01,501,11:11:00,Monday,Queen and Shaw,Mechanical,9.0,17.0,W/B,4455.0
2019-07-01,501,11:18:00,Monday,Sunnyside Loop[,Mechanical,9.0,17.0,W/B,4486.0
2019-07-01,505,11:25:00,Monday,Dundas and University,Diversion,24.0,29.0,W/B,1061.0
2019-07-01,504,12:03:00,Monday,John-University,Held By,10.0,18.0,E/B,4536.0
2019-07-01,501,12:50:00,Monday,Queen and University,Investigation,8.0,14.0,E/B,4465.0
2019-07-01,510,13:16:00,Monday,Spadina and Front,Diversion,7.0,11.0,S/B,4554.0
2019-07-01,506,13:27:00,Monday,College and Yonge,Investigation,8.0,16.0,E/B,4179.0
2019-07-01,501,13:42:00,Monday,queen/yonge,Held By,38.0,43.0,B/W,4492.0
2019-07-01,510,14:00:00,Monday,Sussex,General Delay,12.0,16.0,N/B,4503.0
2019-07-01,509,14:06:00,Monday,Ex loop,General Delay,10.0,16.0,B/W,4434.0
