Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2017-07-01,505,01:24:00,Saturday,University and Dundas,Held By,60.0,70,B/W,4167.0
2017-07-01,501,03:42:00,Saturday,Queen and Yonge,Mechanical,30.0,60,W/B,8156.0
2017-07-01,306,05:16:00,Saturday,College/University,Investigation,34.0,0,E/B,1147.0
2017-07-01,501,05:54:00,Saturday,Birchmount Garage,Late Leaving Garage,7.0,15,W/B,8126.0
2017-07-01,514,07:26:00,Saturday,Parliament-Richmond,Held By,34.0,48,S/B,4411.0
2017-07-01,504,08:15:00,Saturday,Broadview stn,Investigation,12.0,22,W/B,4046.0
2017-07-01,501,09:26:00,Saturday,Mt Dennis Garage,Late Leaving Garage,7.0,14,E/B,1621.0
2017-07-01,501,10:11:00,Saturday,Glen Manor Dr and Queen,Mechanical,7.0,14,W/B,1562.0
2017-07-01,505,10:26:00,Saturday,Yonge,General Delay,10.0,17,B/W,4053.0
2017-07-01,501,11:25:00,Saturday,Wilson Grage,Late Leaving Garage,7.0,14,W/B,1264.0
2017-07-01,505,11:57:00,Saturday,Dundas and Bay,Investigation,21.0,28,E/B,4049.0
2017-07-01,504,12:26:00,Saturday,Dundas West Station,Mechanical,6.0,12,E/B,4229.0
2017-07-01,505,12:35:00,Saturday,Spadina,General Delay,20.0,27,B/W,4177.0
2017-07-01,510,12:40:00,Saturday,.Queens Quay,Mechanical,4.0,8,B/W,4402.0
2017-07-01,501,12:46:00,Saturday,Queen and Beverly,General Delay,15.0,21,W/B,1034.0
2017-07-01,501,12:56:00,Saturday,Queen and Spadina,General Delay,13.0,19,E/B,8339.0
2017-07-01,501,13:13:00,Saturday,Church @ Queen,Held By,17.0,22,B/W,1054.0
2017-07-01,509,13:15:00,Saturday,Fleet Loop,Diversion,64.0,70,W/B,4418.0
2017-07-01,504,15:29:00,Saturday,Dundas Street and Bloor Street,Mechanical,6.0,12,E/B,4204.0
